power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 996	 1000	 99.6%
-68	 995	 1000	 99.5%
-69	 997	 1000	 99.7%
-70	 998	 1000	 99.8%
-71	 997	 1000	 99.7%
-72	 997	 1000	 99.7%
-73	 995	 1000	 99.5%
-74	 995	 1000	 99.5%
-75	 999	 1000	 99.9%
-76	 995	 1000	 99.5%
-77	 -1	 1000	 -100%
-78	 999	 1000	 99.9%
-79	 997	 1000	 99.7%
-80	 996	 1000	 99.6%
-81	 999	 1000	 99.9%
-82	 999	 1000	 99.9%
-83	 995	 1000	 99.5%
-84	 996	 1000	 99.6%
-85	 989	 1000	 98.9%
-86	 970	 1000	 97.0%
-87	 863	 1000	 86.3%
-88	 604	 1000	 60.4%
