power,	 Rx_OK,	 send_total,  RX_OK_Percent
-59	 989	 1000	 98.9%
-60	 995	 1000	 99.5%
-61	 989	 1000	 98.9%
-62	 997	 1000	 99.7%
-63	 997	 1000	 99.7%
-64	 994	 1000	 99.4%
-65	 996	 1000	 99.6%
-66	 995	 1000	 99.5%
-67	 994	 1000	 99.4%
-68	 999	 1000	 99.9%
-69	 997	 1000	 99.7%
-70	 993	 1000	 99.3%
-71	 995	 1000	 99.5%
-72	 985	 1000	 98.5%
-73	 993	 1000	 99.3%
-74	 992	 1000	 99.2%
-75	 988	 1000	 98.8%
-76	 985	 1000	 98.5%
-77	 968	 1000	 96.8%
-78	 933	 1000	 93.3%
-79	 900	 1000	 90.0%
-80	 761	 1000	 76.1%
