power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 1000	 1000	 100.0%
-85	 999	 1000	 99.9%
-86	 998	 1000	 99.8%
-87	 999	 1000	 99.9%
-88	 999	 1000	 99.9%
-89	 999	 1000	 99.9%
-90	 999	 1000	 99.9%
-91	 997	 1000	 99.7%
-92	 997	 1000	 99.7%
-93	 998	 1000	 99.8%
-94	 996	 1000	 99.6%
-95	 997	 1000	 99.7%
-96	 997	 1000	 99.7%
-97	 998	 1000	 99.8%
-98	 997	 1000	 99.7%
-99	 996	 1000	 99.6%
-100	 998	 1000	 99.8%
-101	 997	 1000	 99.7%
-102	 1000	 1000	 100.0%
-103	 991	 1000	 99.1%
-104	 955	 1000	 95.5%
-105	 654	 1000	 65.4%
