power,	 Rx_OK,	 send_total,  RX_OK_Percent
-71	 998	 1000	 99.8%
-72	 -1	 1000	 -100%
-73	 997	 1000	 99.7%
-74	 991	 1000	 99.1%
-75	 996	 1000	 99.6%
-76	 993	 1000	 99.3%
-77	 994	 1000	 99.4%
-78	 993	 1000	 99.3%
-79	 999	 1000	 99.9%
-80	 993	 1000	 99.3%
-81	 997	 1000	 99.7%
-82	 997	 1000	 99.7%
-83	 994	 1000	 99.4%
-84	 994	 1000	 99.4%
-85	 994	 1000	 99.4%
-86	 989	 1000	 98.9%
-87	 995	 1000	 99.5%
-88	 998	 1000	 99.8%
-89	 998	 1000	 99.8%
-90	 994	 1000	 99.4%
-91	 996	 1000	 99.6%
-92	 973	 1000	 97.3%
-93	 793	 1000	 79.3%
