power,	 Rx_OK,	 send_total,  RX_OK_Percent
-60	 993	 1000	 99.3%
-61	 996	 1000	 99.6%
-62	 997	 1000	 99.7%
-63	 996	 1000	 99.6%
-64	 997	 1000	 99.7%
-65	 998	 1000	 99.8%
-66	 995	 1000	 99.5%
-67	 994	 1000	 99.4%
-68	 997	 1000	 99.7%
-69	 994	 1000	 99.4%
-70	 997	 1000	 99.7%
-71	 996	 1000	 99.6%
-72	 995	 1000	 99.5%
-73	 998	 1000	 99.8%
-74	 995	 1000	 99.5%
-75	 998	 1000	 99.8%
-76	 997	 1000	 99.7%
-77	 990	 1000	 99.0%
-78	 970	 1000	 97.0%
-79	 887	 1000	 88.7%
-80	 713	 1000	 71.3%
