power,	 Rx_OK,	 send_total,  RX_OK_Percent
-60	 993	 1000	 99.3%
-61	 988	 1000	 98.8%
-62	 994	 1000	 99.4%
-63	 997	 1000	 99.7%
-64	 998	 1000	 99.8%
-65	 994	 1000	 99.4%
-66	 994	 1000	 99.4%
-67	 994	 1000	 99.4%
-68	 996	 1000	 99.6%
-69	 997	 1000	 99.7%
-70	 996	 1000	 99.6%
-71	 997	 1000	 99.7%
-72	 990	 1000	 99.0%
-73	 996	 1000	 99.6%
-74	 997	 1000	 99.7%
-75	 995	 1000	 99.5%
-76	 991	 1000	 99.1%
-77	 995	 1000	 99.5%
-78	 998	 1000	 99.8%
-79	 995	 1000	 99.5%
-80	 989	 1000	 98.9%
-81	 975	 1000	 97.5%
-82	 911	 1000	 91.1%
-83	 732	 1000	 73.2%
