power,	 Rx_OK,	 send_total,  RX_OK_Percent
-81	 998	 1000	 99.8%
-82	 998	 1000	 99.8%
-83	 996	 1000	 99.6%
-84	 997	 1000	 99.7%
-85	 997	 1000	 99.7%
-86	 997	 1000	 99.7%
-87	 998	 1000	 99.8%
-88	 999	 1000	 99.9%
-89	 996	 1000	 99.6%
-90	 997	 1000	 99.7%
-91	 997	 1000	 99.7%
-92	 996	 1000	 99.6%
-93	 998	 1000	 99.8%
-94	 997	 1000	 99.7%
-95	 996	 1000	 99.6%
-96	 997	 1000	 99.7%
-97	 992	 1000	 99.2%
-98	 995	 1000	 99.5%
-99	 997	 1000	 99.7%
-100	 992	 1000	 99.2%
-101	 988	 1000	 98.8%
-102	 936	 1000	 93.6%
-103	 458	 1000	 45.8%
