power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 998	 1000	 99.8%
-85	 1000	 1000	 100.0%
-86	 1000	 1000	 100.0%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 1000	 1000	 100.0%
-96	 999	 1000	 99.9%
-97	 1000	 1000	 100.0%
-98	 999	 1000	 99.9%
-99	 999	 1000	 99.9%
-100	 1000	 1000	 100.0%
-101	 1000	 1000	 100.0%
-102	 999	 1000	 99.9%
-103	 990	 1000	 99.0%
-104	 953	 1000	 95.3%
-105	 676	 1000	 67.6%
