power,	 Rx_OK,	 send_total,  RX_OK_Percent
-64	 995	 1000	 99.5%
-65	 997	 1000	 99.7%
-66	 998	 1000	 99.8%
-67	 996	 1000	 99.6%
-68	 997	 1000	 99.7%
-69	 996	 1000	 99.6%
-70	 998	 1000	 99.8%
-71	 993	 1000	 99.3%
-72	 996	 1000	 99.6%
-73	 994	 1000	 99.4%
-74	 997	 1000	 99.7%
-75	 996	 1000	 99.6%
-76	 994	 1000	 99.4%
-77	 996	 1000	 99.6%
-78	 992	 1000	 99.2%
-79	 997	 1000	 99.7%
-80	 995	 1000	 99.5%
-81	 998	 1000	 99.8%
-82	 992	 1000	 99.2%
-83	 979	 1000	 97.9%
-84	 952	 1000	 95.2%
-85	 856	 1000	 85.6%
-86	 600	 1000	 60.0%
