power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 999	 1000	 99.9%
-85	 996	 1000	 99.6%
-86	 994	 1000	 99.4%
-87	 997	 1000	 99.7%
-88	 1000	 1000	 100.0%
-89	 997	 1000	 99.7%
-90	 996	 1000	 99.6%
-91	 996	 1000	 99.6%
-92	 1000	 1000	 100.0%
-93	 999	 1000	 99.9%
-94	 999	 1000	 99.9%
-95	 999	 1000	 99.9%
-96	 1000	 1000	 100.0%
-97	 993	 1000	 99.3%
-98	 997	 1000	 99.7%
-99	 997	 1000	 99.7%
-100	 997	 1000	 99.7%
-101	 997	 1000	 99.7%
-102	 991	 1000	 99.1%
-103	 955	 1000	 95.5%
-104	 668	 1000	 66.8%
