power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 997	 1000	 99.7%
-68	 993	 1000	 99.3%
-69	 997	 1000	 99.7%
-70	 995	 1000	 99.5%
-71	 995	 1000	 99.5%
-72	 997	 1000	 99.7%
-73	 998	 1000	 99.8%
-74	 996	 1000	 99.6%
-75	 996	 1000	 99.6%
-76	 994	 1000	 99.4%
-77	 997	 1000	 99.7%
-78	 996	 1000	 99.6%
-79	 995	 1000	 99.5%
-80	 993	 1000	 99.3%
-81	 997	 1000	 99.7%
-82	 998	 1000	 99.8%
-83	 997	 1000	 99.7%
-84	 999	 1000	 99.9%
-85	 995	 1000	 99.5%
-86	 984	 1000	 98.4%
-87	 917	 1000	 91.7%
-88	 653	 1000	 65.3%
