power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 994	 1000	 99.4%
-68	 998	 1000	 99.8%
-69	 996	 1000	 99.6%
-70	 997	 1000	 99.7%
-71	 995	 1000	 99.5%
-72	 997	 1000	 99.7%
-73	 997	 1000	 99.7%
-74	 994	 1000	 99.4%
-75	 996	 1000	 99.6%
-76	 999	 1000	 99.9%
-77	 996	 1000	 99.6%
-78	 999	 1000	 99.9%
-79	 996	 1000	 99.6%
-80	 997	 1000	 99.7%
-81	 998	 1000	 99.8%
-82	 999	 1000	 99.9%
-83	 995	 1000	 99.5%
-84	 998	 1000	 99.8%
-85	 992	 1000	 99.2%
-86	 985	 1000	 98.5%
-87	 937	 1000	 93.7%
-88	 747	 1000	 74.7%
