power,	 Rx_OK,	 send_total,  RX_OK_Percent
-59	 994	 1000	 99.4%
-60	 998	 1000	 99.8%
-61	 993	 1000	 99.3%
-62	 998	 1000	 99.8%
-63	 998	 1000	 99.8%
-64	 996	 1000	 99.6%
-65	 999	 1000	 99.9%
-66	 999	 1000	 99.9%
-67	 997	 1000	 99.7%
-68	 995	 1000	 99.5%
-69	 997	 1000	 99.7%
-70	 998	 1000	 99.8%
-71	 996	 1000	 99.6%
-72	 996	 1000	 99.6%
-73	 997	 1000	 99.7%
-74	 999	 1000	 99.9%
-75	 997	 1000	 99.7%
-76	 990	 1000	 99.0%
-77	 986	 1000	 98.6%
-78	 966	 1000	 96.6%
-79	 918	 1000	 91.8%
-80	 792	 1000	 79.2%
