power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 993	 1000	 99.3%
-68	 996	 1000	 99.6%
-69	 998	 1000	 99.8%
-70	 993	 1000	 99.3%
-71	 996	 1000	 99.6%
-72	 996	 1000	 99.6%
-73	 996	 1000	 99.6%
-74	 995	 1000	 99.5%
-75	 993	 1000	 99.3%
-76	 -1	 1000	 -100%
-77	 992	 1000	 99.2%
-78	 997	 1000	 99.7%
-79	 990	 1000	 99.0%
-80	 998	 1000	 99.8%
-81	 995	 1000	 99.5%
-82	 998	 1000	 99.8%
-83	 997	 1000	 99.7%
-84	 999	 1000	 99.9%
-85	 993	 1000	 99.3%
-86	 988	 1000	 98.8%
-87	 948	 1000	 94.8%
-88	 815	 1000	 81.5%
-89	 381	 1000	 38.1%
