power,	 Rx_OK,	 send_total,  RX_OK_Percent
-75	 994	 1000	 99.4%
-76	 994	 1000	 99.4%
-77	 991	 1000	 99.1%
-78	 998	 1000	 99.8%
-79	 996	 1000	 99.6%
-80	 993	 1000	 99.3%
-81	 997	 1000	 99.7%
-82	 990	 1000	 99.0%
-83	 999	 1000	 99.9%
-84	 996	 1000	 99.6%
-85	 994	 1000	 99.4%
-86	 994	 1000	 99.4%
-87	 999	 1000	 99.9%
-88	 999	 1000	 99.9%
-89	 999	 1000	 99.9%
-90	 998	 1000	 99.8%
-91	 996	 1000	 99.6%
-92	 991	 1000	 99.1%
-93	 964	 1000	 96.4%
-94	 864	 1000	 86.4%
-95	 551	 1000	 55.1%
