power,	 Rx_OK,	 send_total,  RX_OK_Percent
-82	 999	 1000	 99.9%
-83	 999	 1000	 99.9%
-84	 997	 1000	 99.7%
-85	 998	 1000	 99.8%
-86	 995	 1000	 99.5%
-87	 997	 1000	 99.7%
-88	 997	 1000	 99.7%
-89	 999	 1000	 99.9%
-90	 998	 1000	 99.8%
-91	 997	 1000	 99.7%
-92	 997	 1000	 99.7%
-93	 996	 1000	 99.6%
-94	 988	 1000	 98.8%
-95	 997	 1000	 99.7%
-96	 996	 1000	 99.6%
-97	 999	 1000	 99.9%
-98	 998	 1000	 99.8%
-99	 998	 1000	 99.8%
-100	 996	 1000	 99.6%
-101	 994	 1000	 99.4%
-102	 979	 1000	 97.9%
-103	 924	 1000	 92.4%
-104	 643	 1000	 64.3%
