power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 996	 1000	 99.6%
-85	 1000	 1000	 100.0%
-86	 998	 1000	 99.8%
-87	 997	 1000	 99.7%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 997	 1000	 99.7%
-92	 998	 1000	 99.8%
-93	 999	 1000	 99.9%
-94	 998	 1000	 99.8%
-95	 999	 1000	 99.9%
-96	 998	 1000	 99.8%
-97	 998	 1000	 99.8%
-98	 999	 1000	 99.9%
-99	 999	 1000	 99.9%
-100	 995	 1000	 99.5%
-101	 999	 1000	 99.9%
-102	 999	 1000	 99.9%
-103	 969	 1000	 96.9%
-104	 754	 1000	 75.4%
