power,	 Rx_OK,	 send_total,  RX_OK_Percent
-81	 1000	 1000	 100.0%
-82	 999	 1000	 99.9%
-83	 999	 1000	 99.9%
-84	 996	 1000	 99.6%
-85	 999	 1000	 99.9%
-86	 996	 1000	 99.6%
-87	 999	 1000	 99.9%
-88	 999	 1000	 99.9%
-89	 998	 1000	 99.8%
-90	 997	 1000	 99.7%
-91	 994	 1000	 99.4%
-92	 999	 1000	 99.9%
-93	 997	 1000	 99.7%
-94	 998	 1000	 99.8%
-95	 998	 1000	 99.8%
-96	 996	 1000	 99.6%
-97	 999	 1000	 99.9%
-98	 999	 1000	 99.9%
-99	 999	 1000	 99.9%
-100	 998	 1000	 99.8%
-101	 995	 1000	 99.5%
-102	 944	 1000	 94.4%
-103	 315	 1000	 31.5%
