power,	 Rx_OK,	 send_total,  RX_OK_Percent
-59	 1000	 1000	 100.0%
-60	 999	 1000	 99.9%
-61	 1000	 1000	 100.0%
-62	 1000	 1000	 100.0%
-63	 1000	 1000	 100.0%
-64	 999	 1000	 99.9%
-65	 1000	 1000	 100.0%
-66	 1000	 1000	 100.0%
-67	 1000	 1000	 100.0%
-68	 1000	 1000	 100.0%
-69	 1000	 1000	 100.0%
-70	 999	 1000	 99.9%
-71	 1000	 1000	 100.0%
-72	 999	 1000	 99.9%
-73	 999	 1000	 99.9%
-74	 996	 1000	 99.6%
-75	 994	 1000	 99.4%
-76	 990	 1000	 99.0%
-77	 974	 1000	 97.4%
-78	 923	 1000	 92.3%
-79	 848	 1000	 84.8%
-80	 637	 1000	 63.7%
