power,	 Rx_OK,	 send_total,  RX_OK_Percent
-82	 997	 1000	 99.7%
-83	 995	 1000	 99.5%
-84	 997	 1000	 99.7%
-85	 997	 1000	 99.7%
-86	 998	 1000	 99.8%
-87	 995	 1000	 99.5%
-88	 995	 1000	 99.5%
-89	 997	 1000	 99.7%
-90	 997	 1000	 99.7%
-91	 993	 1000	 99.3%
-92	 995	 1000	 99.5%
-93	 996	 1000	 99.6%
-94	 996	 1000	 99.6%
-95	 995	 1000	 99.5%
-96	 995	 1000	 99.5%
-97	 995	 1000	 99.5%
-98	 992	 1000	 99.2%
-99	 998	 1000	 99.8%
-100	 995	 1000	 99.5%
-101	 996	 1000	 99.6%
-102	 983	 1000	 98.3%
-103	 939	 1000	 93.9%
-104	 700	 1000	 70.0%
