power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 994	 1000	 99.4%
-85	 998	 1000	 99.8%
-86	 997	 1000	 99.7%
-87	 998	 1000	 99.8%
-88	 997	 1000	 99.7%
-89	 997	 1000	 99.7%
-90	 997	 1000	 99.7%
-91	 999	 1000	 99.9%
-92	 998	 1000	 99.8%
-93	 998	 1000	 99.8%
-94	 997	 1000	 99.7%
-95	 997	 1000	 99.7%
-96	 1996	 1000	 199.6%
-97	 998	 1000	 99.8%
-98	 993	 1000	 99.3%
-99	 999	 1000	 99.9%
-100	 997	 1000	 99.7%
-101	 995	 1000	 99.5%
-102	 990	 1000	 99.0%
-103	 958	 1000	 95.8%
-104	 739	 1000	 73.9%
