power,	 Rx_OK,	 send_total,  RX_OK_Percent
-71	 996	 1000	 99.6%
-72	 994	 1000	 99.4%
-73	 998	 1000	 99.8%
-74	 992	 1000	 99.2%
-75	 992	 1000	 99.2%
-76	 995	 1000	 99.5%
-77	 998	 1000	 99.8%
-78	 997	 1000	 99.7%
-79	 999	 1000	 99.9%
-80	 996	 1000	 99.6%
-81	 997	 1000	 99.7%
-82	 997	 1000	 99.7%
-83	 997	 1000	 99.7%
-84	 985	 1000	 98.5%
-85	 995	 1000	 99.5%
-86	 993	 1000	 99.3%
-87	 996	 1000	 99.6%
-88	 996	 1000	 99.6%
-89	 994	 1000	 99.4%
-90	 996	 1000	 99.6%
-91	 997	 1000	 99.7%
-92	 978	 1000	 97.8%
-93	 775	 1000	 77.5%
