power,	 Rx_OK,	 send_total,  RX_OK_Percent
-64	 996	 1000	 99.6%
-65	 993	 1000	 99.3%
-66	 992	 1000	 99.2%
-67	 995	 1000	 99.5%
-68	 997	 1000	 99.7%
-69	 991	 1000	 99.1%
-70	 997	 1000	 99.7%
-71	 992	 1000	 99.2%
-72	 995	 1000	 99.5%
-73	 998	 1000	 99.8%
-74	 994	 1000	 99.4%
-75	 998	 1000	 99.8%
-76	 996	 1000	 99.6%
-77	 995	 1000	 99.5%
-78	 998	 1000	 99.8%
-79	 996	 1000	 99.6%
-80	 994	 1000	 99.4%
-81	 996	 1000	 99.6%
-82	 997	 1000	 99.7%
-83	 991	 1000	 99.1%
-84	 993	 1000	 99.3%
-85	 979	 1000	 97.9%
-86	 898	 1000	 89.8%
-87	 668	 1000	 66.8%
