power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 997	 1000	 99.7%
-68	 997	 1000	 99.7%
-69	 994	 1000	 99.4%
-70	 992	 1000	 99.2%
-71	 992	 1000	 99.2%
-72	 993	 1000	 99.3%
-73	 997	 1000	 99.7%
-74	 999	 1000	 99.9%
-75	 992	 1000	 99.2%
-76	 995	 1000	 99.5%
-77	 997	 1000	 99.7%
-78	 996	 1000	 99.6%
-79	 994	 1000	 99.4%
-80	 991	 1000	 99.1%
-81	 995	 1000	 99.5%
-82	 999	 1000	 99.9%
-83	 995	 1000	 99.5%
-84	 992	 1000	 99.2%
-85	 983	 1000	 98.3%
-86	 931	 1000	 93.1%
-87	 703	 1000	 70.3%
