power,	 Rx_OK,	 send_total,  RX_OK_Percent
-60	 999	 1000	 99.9%
-61	 995	 1000	 99.5%
-62	 997	 1000	 99.7%
-63	 992	 1000	 99.2%
-64	 995	 1000	 99.5%
-65	 995	 1000	 99.5%
-66	 998	 1000	 99.8%
-67	 998	 1000	 99.8%
-68	 992	 1000	 99.2%
-69	 999	 1000	 99.9%
-70	 999	 1000	 99.9%
-71	 999	 1000	 99.9%
-72	 997	 1000	 99.7%
-73	 995	 1000	 99.5%
-74	 995	 1000	 99.5%
-75	 -1	 1000	 -100%
-76	 997	 1000	 99.7%
-77	 998	 1000	 99.8%
-78	 995	 1000	 99.5%
-79	 995	 1000	 99.5%
-80	 993	 1000	 99.3%
-81	 976	 1000	 97.6%
-82	 911	 1000	 91.1%
-83	 733	 1000	 73.3%
