power,	 Rx_OK,	 send_total,  RX_OK_Percent
-79	 997	 1000	 99.7%
-80	 992	 1000	 99.2%
-81	 996	 1000	 99.6%
-82	 997	 1000	 99.7%
-83	 998	 1000	 99.8%
-84	 998	 1000	 99.8%
-85	 997	 1000	 99.7%
-86	 997	 1000	 99.7%
-87	 998	 1000	 99.8%
-88	 998	 1000	 99.8%
-89	 997	 1000	 99.7%
-90	 996	 1000	 99.6%
-91	 997	 1000	 99.7%
-92	 998	 1000	 99.8%
-93	 998	 1000	 99.8%
-94	 1000	 1000	 100.0%
-95	 998	 1000	 99.8%
-96	 989	 1000	 98.9%
-97	 996	 1000	 99.6%
-98	 996	 1000	 99.6%
-99	 990	 1000	 99.0%
-100	 964	 1000	 96.4%
-101	 850	 1000	 85.0%
-102	 416	 1000	 41.6%
