power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 993	 1000	 99.3%
-68	 996	 1000	 99.6%
-69	 996	 1000	 99.6%
-70	 999	 1000	 99.9%
-71	 998	 1000	 99.8%
-72	 996	 1000	 99.6%
-73	 997	 1000	 99.7%
-74	 994	 1000	 99.4%
-75	 995	 1000	 99.5%
-76	 996	 1000	 99.6%
-77	 995	 1000	 99.5%
-78	 992	 1000	 99.2%
-79	 993	 1000	 99.3%
-80	 994	 1000	 99.4%
-81	 992	 1000	 99.2%
-82	 997	 1000	 99.7%
-83	 995	 1000	 99.5%
-84	 1000	 1000	 100.0%
-85	 986	 1000	 98.6%
-86	 952	 1000	 95.2%
-87	 839	 1000	 83.9%
-88	 425	 1000	 42.5%
