power,	 Rx_OK,	 send_total,  RX_OK_Percent
-77	 997	 1000	 99.7%
-78	 996	 1000	 99.6%
-79	 995	 1000	 99.5%
-80	 998	 1000	 99.8%
-81	 998	 1000	 99.8%
-82	 997	 1000	 99.7%
-83	 998	 1000	 99.8%
-84	 998	 1000	 99.8%
-85	 998	 1000	 99.8%
-86	 996	 1000	 99.6%
-87	 998	 1000	 99.8%
-88	 999	 1000	 99.9%
-89	 998	 1000	 99.8%
-90	 999	 1000	 99.9%
-91	 999	 1000	 99.9%
-92	 998	 1000	 99.8%
-93	 998	 1000	 99.8%
-94	 999	 1000	 99.9%
-95	 996	 1000	 99.6%
-96	 993	 1000	 99.3%
-97	 992	 1000	 99.2%
-98	 968	 1000	 96.8%
-99	 761	 1000	 76.1%
